,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,book,level
2795,3.0,4.0,1.0,0.0,2.0,2.0,19.0,45,11.0,6.0,11.0,9.0,0,Pathfinder Bestiary,3
2857,9.0,5.0,7.0,-3.0,6.0,7.0,41.0,330,29.0,32.0,28.0,27.0,1,Pathfinder Bestiary,17
2812,4.0,3.0,4.0,0.0,2.0,1.0,18.0,30,10.0,10.0,9.0,6.0,0,Pathfinder Bestiary,2
2815,4.0,2.0,2.0,0.0,1.0,0.0,21.0,60,10.0,12.0,10.0,8.0,0,Pathfinder Bestiary,4
2814,4.0,3.0,2.0,-1.0,1.0,0.0,18.0,29,7.0,8.0,7.0,7.0,0,Pathfinder Bestiary,2
2831,4.0,3.0,4.0,0.0,2.0,1.0,18.0,30,10.0,10.0,9.0,6.0,0,Pathfinder Bestiary,2
2832,5.0,3.0,3.0,2.0,2.0,4.0,21.0,70,10.0,11.0,11.0,12.0,1,Pathfinder Bestiary,4
2833,-1.0,3.0,0.0,2.0,1.0,4.0,17.0,25,5.0,4.0,7.0,7.0,1,Pathfinder Bestiary,2
2834,4.0,3.0,3.0,-4.0,1.0,-1.0,21.0,60,11.0,13.0,13.0,7.0,0,Pathfinder Bestiary,4
2835,-2.0,4.0,1.0,0.0,2.0,4.0,17.0,20,7.0,6.0,9.0,9.0,1,Pathfinder Bestiary,1
2717,6.0,-1.0,6.0,-5.0,0.0,-5.0,29.0,175,16.0,23.0,16.0,17.0,0,Pathfinder Bestiary,10
2716,2.0,3.0,2.0,-4.0,2.0,0.0,18.0,45,9.0,9.0,12.0,6.0,0,Pathfinder Bestiary,3
2836,8.0,4.0,5.0,2.0,5.0,5.0,36.0,200,29.0,28.0,23.0,24.0,0,Pathfinder Bestiary,14
2837,8.0,10.0,8.0,5.0,7.0,8.0,47.0,320,41.0,37.0,41.0,38.0,1,Pathfinder Bestiary,21
2838,4.0,1.0,5.0,-4.0,1.0,-2.0,19.0,45,10.0,12.0,6.0,8.0,0,Pathfinder Bestiary,3
2839,4.0,-2.0,4.0,-5.0,0.0,-3.0,19.0,50,5.0,11.0,5.0,7.0,0,Pathfinder Bestiary,3
2840,1.0,2.0,2.0,-4.0,1.0,-1.0,15.0,8,6.0,5.0,7.0,4.0,0,Pathfinder Bestiary,-1
2841,5.0,6.0,5.0,3.0,5.0,4.0,31.0,175,22.0,20.0,21.0,22.0,1,Pathfinder Bestiary,10
2842,7.0,3.0,6.0,0.0,3.0,0.0,30.0,175,19.0,22.0,17.0,19.0,0,Pathfinder Bestiary,10
2843,10.0,2.0,8.0,-4.0,0.0,-1.0,43.0,325,30.0,38.0,32.0,30.0,1,Pathfinder Bestiary,19
2830,-5.0,5.0,0.0,0.0,2.0,4.0,24.0,75,14.0,11.0,18.0,15.0,1,Pathfinder Bestiary,7
2813,2.0,2.0,0.0,0.0,3.0,2.0,19.0,45,8.0,8.0,6.0,10.0,1,Pathfinder Bestiary,3
2829,7.0,4.0,5.0,2.0,5.0,3.0,31.0,200,22.0,25.0,24.0,21.0,1,Pathfinder Bestiary,11
2827,6.0,2.0,4.0,-4.0,1.0,-4.0,21.0,60,11.0,12.0,10.0,9.0,0,Pathfinder Bestiary,4
2855,7.0,4.0,5.0,-3.0,2.0,-1.0,23.0,90,17.0,15.0,12.0,10.0,0,Pathfinder Bestiary,6
2718,5.0,3.0,4.0,2.0,3.0,1.0,22.0,80,12.0,13.0,12.0,12.0,0,Pathfinder Bestiary,5
2816,3.0,3.0,2.0,-1.0,0.0,2.0,17.0,18,5.0,7.0,8.0,5.0,0,Pathfinder Bestiary,1
2817,3.0,2.0,2.0,-4.0,1.0,-1.0,17.0,17,6.0,8.0,8.0,5.0,0,Pathfinder Bestiary,1
2818,0.0,4.0,2.0,0.0,-1.0,3.0,17.0,15,4.0,5.0,9.0,4.0,1,Pathfinder Bestiary,1
2819,2.0,3.0,2.0,1.0,0.0,4.0,17.0,16,5.0,7.0,8.0,5.0,1,Pathfinder Bestiary,1
2820,0.0,3.0,1.0,0.0,-1.0,1.0,16.0,6,2.0,5.0,7.0,3.0,0,Pathfinder Bestiary,-1
2821,6.0,3.0,4.0,-2.0,1.0,0.0,31.0,250,21.0,25.0,22.0,20.0,0,Pathfinder Bestiary,12
2822,8.0,5.0,7.0,-5.0,3.0,-4.0,30.0,220,22.0,25.0,21.0,17.0,0,Pathfinder Bestiary,11
2823,4.0,2.0,3.0,-4.0,1.0,-2.0,19.0,45,8.0,12.0,9.0,6.0,0,Pathfinder Bestiary,3
2824,2.0,4.0,2.0,-1.0,2.0,0.0,17.0,20,5.0,5.0,9.0,7.0,1,Pathfinder Bestiary,1
2860,8.0,-1.0,4.0,-5.0,0.0,-5.0,34.0,190,21.0,26.0,21.0,22.0,0,Pathfinder Bestiary,13
2825,7.0,4.0,4.0,2.0,3.0,5.0,31.0,175,19.0,21.0,19.0,18.0,0,Pathfinder Bestiary,10
2861,4.0,2.0,2.0,2.0,3.0,1.0,20.0,60,11.0,12.0,10.0,11.0,1,Pathfinder Bestiary,4
2826,7.0,1.0,6.0,-2.0,4.0,-1.0,32.0,235,22.0,25.0,19.0,22.0,0,Pathfinder Bestiary,12
2828,6.0,2.0,4.0,3.0,3.0,5.0,25.0,105,16.0,17.0,15.0,12.0,1,Pathfinder Bestiary,7
2783,3.0,2.0,3.0,-2.0,2.0,-2.0,21.0,40,10.0,13.0,10.0,10.0,0,Pathfinder Bestiary,4
2780,6.0,0.0,5.0,0.0,2.0,0.0,29.0,150,17.0,23.0,16.0,16.0,0,Pathfinder Bestiary,9
2782,1.0,5.0,3.0,2.0,1.0,5.0,21.0,75,11.0,9.0,13.0,11.0,1,Pathfinder Bestiary,4
2732,3.0,3.0,4.0,-4.0,1.0,2.0,19.0,30,7.0,10.0,9.0,5.0,0,Pathfinder Bestiary,2
2733,7.0,3.0,5.0,-5.0,2.0,-4.0,26.0,175,17.0,20.0,16.0,15.0,0,Pathfinder Bestiary,9
2734,-3.0,4.0,0.0,7.0,-2.0,5.0,38.0,220,19.0,23.0,27.0,23.0,1,Pathfinder Bestiary,15
2735,1.0,4.0,2.0,3.0,-1.0,5.0,22.0,65,8.0,10.0,13.0,10.0,1,Pathfinder Bestiary,5
2736,2.0,4.0,3.0,0.0,-1.0,1.0,19.0,30,5.0,7.0,10.0,3.0,1,Pathfinder Bestiary,2
2737,4.0,3.0,3.0,0.0,-1.0,2.0,19.0,45,6.0,10.0,8.0,6.0,1,Pathfinder Bestiary,3
2731,4.0,2.0,3.0,0.0,1.0,-1.0,18.0,34,7.0,9.0,8.0,5.0,1,Pathfinder Bestiary,2
2738,6.0,3.0,5.0,-1.0,3.0,1.0,27.0,135,15.0,17.0,15.0,13.0,0,Pathfinder Bestiary,8
2740,2.0,3.0,0.0,4.0,0.0,1.0,17.0,22,4.0,4.0,7.0,6.0,1,Pathfinder Bestiary,2
2741,5.0,3.0,4.0,-4.0,3.0,-2.0,18.0,50,10.0,11.0,8.0,8.0,0,Pathfinder Bestiary,3
2742,4.0,5.0,2.0,2.0,2.0,4.0,22.0,71,13.0,9.0,14.0,11.0,1,Pathfinder Bestiary,5
2743,3.0,3.0,0.0,1.0,2.0,4.0,18.0,50,7.0,5.0,10.0,11.0,1,Pathfinder Bestiary,3
2744,6.0,0.0,4.0,1.0,3.0,1.0,29.0,140,18.0,19.0,15.0,16.0,0,Pathfinder Bestiary,9
2745,7.0,2.0,6.0,-4.0,2.0,0.0,25.0,190,17.0,21.0,13.0,15.0,0,Pathfinder Bestiary,9
2739,5.0,7.0,3.0,-4.0,2.0,-1.0,30.0,130,18.0,17.0,21.0,16.0,0,Pathfinder Bestiary,10
2730,2.0,4.0,2.0,0.0,2.0,-1.0,17.0,18,7.0,7.0,9.0,5.0,1,Pathfinder Bestiary,1
2729,1.0,2.0,3.0,0.0,5.0,2.0,22.0,63,14.0,12.0,9.0,14.0,1,Pathfinder Bestiary,5
2728,8.0,3.0,5.0,-5.0,3.0,-2.0,31.0,220,20.0,24.0,20.0,18.0,0,Pathfinder Bestiary,11
2852,3.0,4.0,3.0,1.0,3.0,1.0,22.0,65,11.0,11.0,10.0,11.0,1,Pathfinder Bestiary,4
2851,-1.0,3.0,0.0,0.0,1.0,-2.0,17.0,17,3.0,2.0,7.0,3.0,0,Pathfinder Bestiary,0
2850,3.0,3.0,2.0,0.0,2.0,-1.0,18.0,20,7.0,5.0,6.0,5.0,0,Pathfinder Bestiary,1
2719,7.0,0.0,5.0,1.0,3.0,1.0,30.0,220,22.0,25.0,18.0,21.0,1,Pathfinder Bestiary,11
2720,-2.0,4.0,1.0,-3.0,1.0,-1.0,19.0,45,8.0,8.0,11.0,6.0,0,Pathfinder Bestiary,3
2721,8.0,4.0,6.0,-3.0,4.0,5.0,37.0,270,26.0,28.0,24.0,22.0,1,Pathfinder Bestiary,14
2722,10.0,-1.0,9.0,-3.0,-1.0,-1.0,40.0,410,25.0,36.0,25.0,27.0,0,Pathfinder Bestiary,18
2723,4.0,1.0,3.0,-5.0,1.0,-4.0,18.0,30,7.0,9.0,7.0,5.0,0,Pathfinder Bestiary,2
2724,5.0,-1.0,2.0,0.0,3.0,-1.0,21.0,80,12.0,13.0,8.0,12.0,0,Pathfinder Bestiary,5
2849,4.0,3.0,2.0,0.0,1.0,2.0,25.0,90,13.0,12.0,15.0,13.0,0,Pathfinder Bestiary,6
2725,6.0,0.0,3.0,-4.0,2.0,-1.0,21.0,60,12.0,13.0,9.0,10.0,0,Pathfinder Bestiary,4
2848,2.0,4.0,2.0,0.0,2.0,-1.0,23.0,50,10.0,10.0,12.0,8.0,0,Pathfinder Bestiary,4
2726,1.0,4.0,3.0,1.0,1.0,3.0,23.0,60,12.0,12.0,13.0,10.0,1,Pathfinder Bestiary,5
2847,6.0,1.0,4.0,-4.0,2.0,-2.0,29.0,120,16.0,18.0,15.0,14.0,0,Pathfinder Bestiary,8
2727,2.0,6.0,4.0,3.0,2.0,3.0,27.0,115,15.0,15.0,17.0,15.0,1,Pathfinder Bestiary,7
2746,4.0,3.0,3.0,2.0,3.0,4.0,24.0,95,13.0,13.0,13.0,15.0,1,Pathfinder Bestiary,6
2854,5.0,3.0,3.0,-4.0,2.0,-2.0,19.0,45,9.0,10.0,8.0,7.0,0,Pathfinder Bestiary,3
2747,2.0,4.0,2.0,0.0,1.0,0.0,18.0,18,6.0,7.0,9.0,4.0,1,Pathfinder Bestiary,1
2749,2.0,4.0,2.0,0.0,0.0,1.0,19.0,26,6.0,6.0,10.0,6.0,1,Pathfinder Bestiary,2
2769,5.0,4.0,3.0,-2.0,1.0,7.0,21.0,75,12.0,12.0,15.0,10.0,0,Pathfinder Bestiary,5
2770,6.0,-1.0,4.0,-2.0,2.0,0.0,21.0,110,16.0,16.0,11.0,12.0,0,Pathfinder Bestiary,6
2771,4.0,3.0,3.0,0.0,2.0,3.0,21.0,60,10.0,9.0,9.0,12.0,1,Pathfinder Bestiary,4
2772,-2.0,4.0,0.0,2.0,0.0,2.0,18.0,30,16.0,5.0,12.0,11.0,1,Pathfinder Bestiary,2
2773,7.0,0.0,5.0,2.0,2.0,0.0,31.0,175,18.0,23.0,16.0,18.0,0,Pathfinder Bestiary,10
2846,6.0,0.0,4.0,-2.0,2.0,0.0,24.0,140,13.0,17.0,12.0,13.0,0,Pathfinder Bestiary,7
2768,5.0,5.0,5.0,2.0,4.0,5.0,27.0,120,18.0,17.0,19.0,16.0,1,Pathfinder Bestiary,8
2774,0.0,4.0,0.0,-2.0,0.0,2.0,17.0,16,3.0,3.0,9.0,7.0,1,Pathfinder Bestiary,1
2775,5.0,5.0,4.0,-1.0,3.0,0.0,28.0,165,16.0,18.0,20.0,15.0,0,Pathfinder Bestiary,9
2776,5.0,1.0,3.0,-1.0,3.0,0.0,22.0,75,12.0,12.0,10.0,10.0,0,Pathfinder Bestiary,5
2777,1.0,3.0,2.0,-5.0,1.0,-2.0,16.0,6,6.0,5.0,8.0,4.0,0,Pathfinder Bestiary,-1
2778,5.0,-1.0,3.0,-5.0,0.0,-5.0,26.0,140,12.0,18.0,14.0,15.0,0,Pathfinder Bestiary,8
2779,6.0,2.0,4.0,-1.0,3.0,1.0,25.0,115,14.0,17.0,15.0,14.0,0,Pathfinder Bestiary,7
2781,2.0,4.0,2.0,-1.0,2.0,0.0,19.0,30,6.0,8.0,10.0,6.0,1,Pathfinder Bestiary,2
2853,2.0,4.0,1.0,-5.0,2.0,-4.0,17.0,16,7.0,6.0,9.0,5.0,0,Pathfinder Bestiary,1
2767,4.0,3.0,4.0,0.0,2.0,1.0,18.0,30,10.0,10.0,9.0,6.0,0,Pathfinder Bestiary,2
2766,7.0,0.0,4.0,-4.0,2.0,-2.0,23.0,130,13.0,18.0,11.0,13.0,0,Pathfinder Bestiary,7
2765,6.0,6.0,6.0,0.0,3.0,0.0,31.0,195,22.0,21.0,22.0,19.0,0,Pathfinder Bestiary,11
2750,2.0,6.0,6.0,4.0,4.0,8.0,35.0,220,25.0,24.0,26.0,24.0,1,Pathfinder Bestiary,13
2751,0.0,4.0,1.0,2.0,3.0,4.0,19.0,55,10.0,6.0,11.0,10.0,1,Pathfinder Bestiary,3
2752,1.0,3.0,2.0,3.0,1.0,-1.0,18.0,20,4.0,7.0,8.0,4.0,1,Pathfinder Bestiary,1
2753,1.0,3.0,3.0,0.0,2.0,-2.0,17.0,16,4.0,7.0,7.0,4.0,1,Pathfinder Bestiary,0
2754,2.0,0.0,2.0,0.0,2.0,3.0,18.0,30,8.0,8.0,4.0,8.0,1,Pathfinder Bestiary,2
2755,6.0,2.0,2.0,2.0,3.0,4.0,28.0,95,14.0,13.0,15.0,17.0,0,Pathfinder Bestiary,7
2756,2.0,4.0,1.0,0.0,2.0,0.0,21.0,56,10.0,9.0,12.0,10.0,0,Pathfinder Bestiary,4
2757,0.0,3.0,1.0,-4.0,1.0,1.0,16.0,6,6.0,4.0,6.0,2.0,0,Pathfinder Bestiary,-1
2758,3.0,-1.0,2.0,-2.0,0.0,-1.0,15.0,20,3.0,8.0,4.0,3.0,1,Pathfinder Bestiary,1
2759,5.0,3.0,4.0,1.0,2.0,4.0,28.0,175,17.0,18.0,17.0,20.0,1,Pathfinder Bestiary,9
2760,4.0,4.0,2.0,-3.0,2.0,-2.0,24.0,95,14.0,12.0,16.0,12.0,0,Pathfinder Bestiary,6
2761,1.0,2.0,2.0,-5.0,1.0,-1.0,16.0,18,4.0,7.0,7.0,4.0,0,Pathfinder Bestiary,1
2762,7.0,-1.0,8.0,0.0,3.0,-1.0,32.0,215,20.0,26.0,17.0,21.0,0,Pathfinder Bestiary,11
2763,6.0,7.0,4.0,0.0,3.0,0.0,32.0,140,20.0,19.0,24.0,18.0,0,Pathfinder Bestiary,11
2764,6.0,6.0,5.0,0.0,3.0,0.0,31.0,210,20.0,21.0,23.0,19.0,0,Pathfinder Bestiary,11
2748,1.0,2.0,1.0,0.0,4.0,1.0,20.0,39,9.0,8.0,7.0,11.0,1,Pathfinder Bestiary,3
3019,7.0,3.0,7.0,-1.0,1.0,4.0,28.0,220,19.0,23.0,17.0,15.0,0,Pathfinder Bestiary,10
2845,4.0,3.0,2.0,-2.0,2.0,-2.0,19.0,40,9.0,9.0,10.0,7.0,0,Pathfinder Bestiary,3
2714,1.0,4.0,2.0,3.0,4.0,5.0,24.0,100,14.0,10.0,14.0,16.0,1,Pathfinder Bestiary,6
3033,5.0,3.0,4.0,-4.0,2.0,-2.0,17.0,36,6.0,8.0,7.0,6.0,0,Pathfinder Bestiary,2
3034,4.0,4.0,3.0,-4.0,2.0,0.0,16.0,20,5.0,8.0,7.0,5.0,0,Pathfinder Bestiary,1
3035,4.0,3.0,3.0,-1.0,2.0,2.0,17.0,36,8.0,11.0,9.0,6.0,0,Pathfinder Bestiary,2
3036,9.0,5.0,7.0,-1.0,5.0,5.0,37.0,350,27.0,29.0,25.0,27.0,0,Pathfinder Bestiary,16
3037,-4.0,4.0,2.0,-5.0,2.0,-1.0,18.0,45,10.0,10.0,12.0,8.0,0,Pathfinder Bestiary,4
3038,1.0,3.0,1.0,-2.0,0.0,0.0,16.0,20,3.0,7.0,11.0,4.0,1,Pathfinder Bestiary,1
3039,4.0,4.0,3.0,1.0,3.0,-1.0,19.0,45,10.0,10.0,11.0,8.0,0,Pathfinder Bestiary,3
3032,6.0,3.0,5.0,2.0,3.0,3.0,28.0,185,18.0,20.0,18.0,15.0,1,Pathfinder Bestiary,9
3040,8.0,6.0,6.0,-2.0,4.0,2.0,37.0,335,25.0,27.0,27.0,24.0,0,Pathfinder Bestiary,15
3042,5.0,2.0,4.0,1.0,3.0,-1.0,23.0,75,11.0,12.0,10.0,10.0,0,Pathfinder Bestiary,4
3043,2.0,4.0,2.0,0.0,2.0,1.0,19.0,45,8.0,6.0,10.0,8.0,0,Pathfinder Bestiary,2
3044,4.0,2.0,2.0,-1.0,2.0,1.0,19.0,63,9.0,11.0,9.0,7.0,0,Pathfinder Bestiary,3
3045,-1.0,3.0,0.0,2.0,1.0,4.0,17.0,25,5.0,4.0,7.0,7.0,1,Pathfinder Bestiary,2
3046,4.0,1.0,4.0,0.0,3.0,2.0,18.0,50,10.0,11.0,6.0,10.0,0,Pathfinder Bestiary,3
3047,-5.0,6.0,0.0,2.0,4.0,2.0,27.0,50,16.0,10.0,16.0,14.0,0,Pathfinder Bestiary,6
3048,6.0,4.0,4.0,2.0,3.0,2.0,23.0,70,14.0,13.0,15.0,10.0,0,Pathfinder Bestiary,5
3041,8.0,7.0,9.0,6.0,5.0,6.0,40.0,315,32.0,32.0,30.0,26.0,1,Pathfinder Bestiary,17
3049,2.0,4.0,1.0,-4.0,2.0,-2.0,15.0,24,7.0,6.0,9.0,5.0,0,Pathfinder Bestiary,1
3031,-1.0,4.0,0.0,-1.0,-1.0,1.0,17.0,16,4.0,5.0,9.0,6.0,1,Pathfinder Bestiary,1
3029,0.0,3.0,2.0,-4.0,1.0,1.0,16.0,20,6.0,5.0,7.0,4.0,0,Pathfinder Bestiary,1
2943,4.0,2.0,0.0,4.0,3.0,1.0,25.0,120,18.0,13.0,15.0,18.0,1,Pathfinder Bestiary,7
2944,6.0,5.0,4.0,5.0,6.0,8.0,36.0,305,29.0,27.0,26.0,31.0,1,Pathfinder Bestiary,15
2945,6.0,4.0,3.0,-4.0,2.0,-1.0,25.0,110,15.0,16.0,17.0,12.0,0,Pathfinder Bestiary,7
2946,4.0,6.0,4.0,2.0,1.0,5.0,30.0,155,19.0,19.0,21.0,18.0,1,Pathfinder Bestiary,10
2947,-2.0,3.0,1.0,-4.0,1.0,-3.0,14.0,14,5.0,2.0,7.0,4.0,0,Pathfinder Bestiary,1
2948,0.0,4.0,2.0,4.0,2.0,1.0,21.0,60,10.0,11.0,13.0,9.0,0,Pathfinder Bestiary,4
2949,-1.0,3.0,0.0,2.0,1.0,4.0,17.0,25,5.0,4.0,7.0,7.0,1,Pathfinder Bestiary,2
3030,-3.0,4.0,0.0,-4.0,1.0,-2.0,15.0,8,5.0,2.0,7.0,5.0,0,Pathfinder Bestiary,-1
2950,4.0,4.0,2.0,1.0,1.0,2.0,21.0,60,12.0,11.0,15.0,10.0,0,Pathfinder Bestiary,5
2952,7.0,2.0,5.0,-3.0,1.0,-2.0,25.0,120,14.0,18.0,15.0,10.0,0,Pathfinder Bestiary,7
3023,7.0,7.0,4.0,-1.0,-2.0,3.0,36.0,250,20.0,28.0,29.0,22.0,0,Pathfinder Bestiary,14
3024,1.0,4.0,1.0,-4.0,3.0,-3.0,15.0,11,10.0,6.0,9.0,6.0,0,Pathfinder Bestiary,1
3025,5.0,3.0,2.0,2.0,4.0,4.0,24.0,65,17.0,11.0,14.0,17.0,0,Pathfinder Bestiary,6
3026,3.0,4.0,1.0,6.0,4.0,5.0,27.0,115,20.0,15.0,18.0,20.0,1,Pathfinder Bestiary,9
3027,3.0,5.0,1.0,-1.0,3.0,2.0,22.0,40,12.0,9.0,13.0,11.0,0,Pathfinder Bestiary,4
3028,6.0,6.0,8.0,7.0,5.0,6.0,34.0,270,25.0,26.0,22.0,24.0,1,Pathfinder Bestiary,14
2951,1.0,4.0,2.0,-3.0,1.0,1.0,20.0,17,8.0,7.0,9.0,4.0,0,Pathfinder Bestiary,1
3050,-5.0,4.0,0.0,2.0,2.0,5.0,24.0,80,14.0,8.0,14.0,14.0,0,Pathfinder Bestiary,6
3051,4.0,3.0,4.0,0.0,2.0,1.0,18.0,30,10.0,10.0,9.0,6.0,0,Pathfinder Bestiary,2
3052,5.0,2.0,4.0,-2.0,3.0,0.0,24.0,95,13.0,16.0,12.0,13.0,0,Pathfinder Bestiary,6
3072,6.0,1.0,4.0,1.0,2.0,3.0,30.0,210,20.0,21.0,18.0,19.0,1,Pathfinder Bestiary,10
2955,3.0,2.0,3.0,-4.0,2.0,0.0,14.0,16,4.0,7.0,4.0,4.0,0,Pathfinder Bestiary,0
3073,6.0,1.0,4.0,1.0,2.0,3.0,30.0,210,20.0,21.0,18.0,19.0,1,Pathfinder Bestiary,10
2956,3.0,4.0,2.0,-1.0,2.0,-1.0,19.0,45,9.0,11.0,9.0,7.0,0,Pathfinder Bestiary,3
3074,6.0,2.0,3.0,2.0,4.0,4.0,31.0,200,20.0,20.0,17.0,21.0,1,Pathfinder Bestiary,10
3075,6.0,2.0,3.0,2.0,4.0,4.0,31.0,200,20.0,20.0,17.0,21.0,1,Pathfinder Bestiary,10
3076,6.0,2.0,4.0,-1.0,1.0,0.0,23.0,115,13.0,16.0,14.0,11.0,0,Pathfinder Bestiary,6
3071,5.0,1.0,3.0,2.0,2.0,4.0,28.0,135,16.0,16.0,16.0,17.0,1,Pathfinder Bestiary,8
3077,6.0,2.0,4.0,-1.0,1.0,0.0,23.0,115,13.0,16.0,14.0,11.0,0,Pathfinder Bestiary,6
3078,9.0,5.0,6.0,0.0,5.0,-1.0,39.0,291,30.0,34.0,30.0,25.0,1,Pathfinder Bestiary,16
3079,2.0,4.0,1.0,-4.0,0.0,0.0,21.0,36,7.0,6.0,13.0,7.0,0,Pathfinder Bestiary,3
3080,5.0,-3.0,4.0,-5.0,0.0,-2.0,15.0,70,4.0,10.0,3.0,6.0,0,Pathfinder Bestiary,2
2958,6.0,1.0,6.0,1.0,3.0,1.0,29.0,215,21.0,20.0,15.0,21.0,0,Pathfinder Bestiary,10
3081,7.0,-1.0,4.0,-5.0,0.0,-2.0,21.0,160,8.0,16.0,9.0,12.0,0,Pathfinder Bestiary,6
2959,9.0,2.0,7.0,2.0,6.0,4.0,38.0,330,28.0,33.0,26.0,28.0,1,Pathfinder Bestiary,16
3082,3.0,-2.0,2.0,-5.0,0.0,-2.0,12.0,20,0.0,6.0,0.0,2.0,0,Pathfinder Bestiary,-1
3021,8.0,1.0,5.0,-4.0,3.0,0.0,29.0,180,19.0,21.0,15.0,19.0,0,Pathfinder Bestiary,10
3070,5.0,1.0,3.0,2.0,2.0,4.0,28.0,135,16.0,16.0,16.0,17.0,1,Pathfinder Bestiary,8
2954,4.0,3.0,4.0,-4.0,2.0,-1.0,16.0,22,5.0,9.0,6.0,5.0,0,Pathfinder Bestiary,1
3069,6.0,2.0,4.0,3.0,4.0,4.0,32.0,230,21.0,22.0,20.0,22.0,1,Pathfinder Bestiary,11
3053,6.0,0.0,5.0,0.0,2.0,0.0,25.0,115,15.0,18.0,11.0,13.0,0,Pathfinder Bestiary,7
3054,4.0,1.0,2.0,-1.0,2.0,1.0,20.0,44,9.0,9.0,6.0,9.0,0,Pathfinder Bestiary,3
3055,3.0,4.0,2.0,-1.0,1.0,0.0,19.0,28,7.0,8.0,10.0,5.0,0,Pathfinder Bestiary,2
3056,4.0,2.0,3.0,-1.0,1.0,0.0,16.0,21,6.0,8.0,7.0,4.0,0,Pathfinder Bestiary,1
3057,5.0,2.0,4.0,-1.0,4.0,-1.0,21.0,115,15.0,15.0,11.0,13.0,0,Pathfinder Bestiary,5
3058,6.0,3.0,4.0,1.0,2.0,2.0,25.0,125,15.0,17.0,12.0,15.0,0,Pathfinder Bestiary,7
3059,6.0,3.0,4.0,1.0,2.0,2.0,25.0,125,15.0,17.0,12.0,15.0,0,Pathfinder Bestiary,7
3060,5.0,2.0,3.0,1.0,3.0,3.0,28.0,170,18.0,19.0,18.0,19.0,1,Pathfinder Bestiary,9
3061,5.0,2.0,3.0,1.0,3.0,3.0,28.0,170,18.0,19.0,18.0,19.0,1,Pathfinder Bestiary,9
3062,5.0,2.0,3.0,1.0,1.0,2.0,25.0,125,15.0,16.0,15.0,14.0,1,Pathfinder Bestiary,7
3063,5.0,2.0,3.0,1.0,1.0,2.0,25.0,125,15.0,16.0,15.0,14.0,1,Pathfinder Bestiary,7
3064,5.0,1.0,3.0,3.0,3.0,3.0,28.0,170,18.0,19.0,17.0,19.0,1,Pathfinder Bestiary,9
2953,2.0,2.0,2.0,-4.0,2.0,-1.0,16.0,20,7.0,7.0,5.0,5.0,0,Pathfinder Bestiary,1
3065,5.0,1.0,3.0,3.0,3.0,3.0,28.0,170,18.0,19.0,17.0,19.0,1,Pathfinder Bestiary,9
3066,5.0,3.0,2.0,2.0,2.0,3.0,27.0,150,16.0,16.0,17.0,16.0,1,Pathfinder Bestiary,8
3067,5.0,3.0,2.0,2.0,2.0,3.0,27.0,150,16.0,16.0,17.0,16.0,1,Pathfinder Bestiary,8
3068,6.0,2.0,4.0,3.0,4.0,4.0,32.0,230,21.0,22.0,20.0,22.0,1,Pathfinder Bestiary,11
2942,-1.0,4.0,0.0,1.0,2.0,2.0,17.0,25,7.0,4.0,10.0,7.0,1,Pathfinder Bestiary,1
2960,0.0,3.0,1.0,-4.0,1.0,0.0,19.0,40,8.0,8.0,10.0,6.0,0,Pathfinder Bestiary,3
2941,9.0,-1.0,7.0,-5.0,-1.0,-1.0,32.0,270,20.0,28.0,21.0,21.0,0,Pathfinder Bestiary,13
2939,3.0,4.0,1.0,-4.0,2.0,-1.0,18.0,35,8.0,7.0,10.0,6.0,0,Pathfinder Bestiary,2
2881,0.0,4.0,0.0,6.0,4.0,3.0,31.0,190,20.0,17.0,21.0,23.0,1,Pathfinder Bestiary,12
2882,4.0,3.0,5.0,2.0,3.0,5.0,25.0,145,16.0,14.0,16.0,16.0,1,Pathfinder Bestiary,7
2883,4.0,3.0,2.0,-4.0,2.0,-2.0,19.0,45,9.0,9.0,10.0,7.0,0,Pathfinder Bestiary,3
2884,5.0,-1.0,4.0,-2.0,1.0,-1.0,21.0,90,12.0,15.0,8.0,10.0,0,Pathfinder Bestiary,5
2885,4.0,3.0,3.0,-2.0,1.0,0.0,20.0,90,10.0,14.0,12.0,10.0,0,Pathfinder Bestiary,5
2886,3.0,5.0,2.0,-2.0,1.0,0.0,24.0,50,10.0,9.0,16.0,10.0,0,Pathfinder Bestiary,5
2887,3.0,4.0,2.0,-2.0,3.0,0.0,22.0,80,10.0,11.0,15.0,10.0,0,Pathfinder Bestiary,5
2880,6.0,5.0,1.0,3.0,5.0,3.0,28.0,155,20.0,15.0,21.0,19.0,1,Pathfinder Bestiary,9
2888,3.0,2.0,3.0,-1.0,2.0,0.0,16.0,21,7.0,8.0,7.0,5.0,0,Pathfinder Bestiary,1
2890,2.0,2.0,1.0,0.0,4.0,0.0,17.0,30,8.0,7.0,6.0,10.0,1,Pathfinder Bestiary,2
2891,4.0,3.0,4.0,0.0,2.0,1.0,18.0,30,10.0,10.0,9.0,6.0,0,Pathfinder Bestiary,2
2892,-2.0,4.0,1.0,1.0,3.0,3.0,17.0,25,8.0,4.0,7.0,6.0,1,Pathfinder Bestiary,1
2893,8.0,1.0,5.0,-4.0,1.0,-2.0,29.0,190,18.0,21.0,15.0,18.0,0,Pathfinder Bestiary,10
