,str,dex,con,int,wis,cha,ac,hp,fortitude,reflex,will,num_immunities,land_speed,fly,spells_nr_lvl_1,spells_nr_lvl_2,spells_nr_lvl_3,spells_nr_lvl_4,spells_nr_lvl_5,spells_nr_lvl_6,spells_nr_lvl_7,spells_nr_lvl_8,spells_nr_lvl_9,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,max_spell_lvl,spell_dc,spell_attack,book,level
2097,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,0,25.0,20,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2098,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2099,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,1,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2090,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,2,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2100,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2102,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,2,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2103,6.0,4.0,6.0,2.0,3.0,3.0,28.0,200,22.0,16.0,19.0,2,25.0,0,2,1,0,2,1,0,0,0,0,23,22.5,0,0.0,5,29,19,Pathfinder Bestiary 2,10
2104,8.0,3.0,6.0,5.0,6.0,6.0,39.0,300,28.0,25.0,28.0,0,25.0,60,2,2,0,1,9,2,4,4,0,32,35.5,0,0.0,8,37,29,Pathfinder Bestiary 2,16
2105,5.0,1.0,5.0,-4.0,1.0,-1.0,22.0,73,14.0,10.0,10.0,0,35.0,0,0,0,0,0,0,0,0,0,0,15,14.0,0,0.0,0,0,0,Pathfinder Bestiary 2,5
2106,9.0,6.0,7.0,4.0,7.0,7.0,43.0,335,33.0,30.0,29.0,2,25.0,50,1,0,0,1,1,1,2,0,3,37,51.5,35,40.5,9,37,27,Pathfinder Bestiary 2,18
2107,7.0,3.0,5.0,6.0,5.0,5.0,30.0,175,19.0,19.0,21.0,0,15.0,50,0,1,1,3,2,0,2,0,0,23,24.0,0,0.0,7,29,19,Pathfinder Bestiary 2,10
2108,0.0,4.0,1.0,3.0,1.0,3.0,22.0,25,6.0,13.0,8.0,0,100.0,0,1,1,0,0,0,0,0,0,0,11,5.5,0,0.0,2,20,12,Pathfinder Bestiary 2,3
2109,7.0,6.0,5.0,-2.0,5.0,0.0,31.0,195,22.0,23.0,18.0,0,15.0,0,0,0,0,0,0,0,0,0,0,24,23.5,23,20.0,0,0,0,Pathfinder Bestiary 2,11
2110,9.0,6.0,5.0,6.0,5.0,0.0,40.0,300,32.0,29.0,28.0,0,30.0,30,0,0,0,0,1,0,2,2,1,32,22.0,0,0.0,9,38,28,Pathfinder Bestiary 2,17
2101,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2089,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2093,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,1,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2087,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2066,6.0,4.0,6.0,2.0,3.0,4.0,27.0,165,19.0,16.0,16.0,0,25.0,50,0,0,0,4,1,0,0,0,0,20,21.5,0,0.0,5,26,16,Pathfinder Bestiary 2,8
2067,8.0,2.0,8.0,5.0,5.0,4.0,34.0,365,28.0,22.0,23.0,0,30.0,40,1,0,0,2,2,2,0,0,0,29,27.5,0,0.0,6,34,24,Pathfinder Bestiary 2,14
2068,3.0,4.0,0.0,-5.0,2.0,-5.0,19.0,50,7.0,11.0,9.0,0,25.0,0,0,0,0,0,0,0,0,0,0,8,8.5,0,0.0,0,0,0,Pathfinder Bestiary 2,3
2069,9.0,4.0,6.0,8.0,6.0,8.0,37.0,345,27.0,23.0,29.0,1,30.0,50,0,1,1,0,2,2,2,3,0,28,26.5,0,0.0,8,38,30,Pathfinder Bestiary 2,15
2070,0.0,7.0,5.0,3.0,5.0,7.0,30.0,175,16.0,22.0,18.0,1,25.0,0,0,0,0,1,2,1,0,0,0,23,21.0,0,0.0,6,29,19,Pathfinder Bestiary 2,10
2088,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2072,1.0,4.0,3.0,-1.0,-1.0,1.0,18.0,34,9.0,10.0,5.0,0,30.0,0,2,1,0,0,0,0,0,0,0,11,4.5,0,0.0,2,18,8,Pathfinder Bestiary 2,2
2073,7.0,5.0,6.0,0.0,5.0,3.0,29.0,175,20.0,19.0,16.0,3,5.0,25,0,1,1,1,1,0,0,0,0,23,27.0,0,0.0,5,26,20,Pathfinder Bestiary 2,10
2074,6.0,4.0,4.0,-5.0,2.0,-4.0,23.0,70,15.0,13.0,9.0,0,30.0,0,0,0,0,0,0,0,0,0,0,15,17.0,13,0.0,0,0,0,Pathfinder Bestiary 2,5
2075,10.0,6.0,7.0,2.0,6.0,8.0,44.0,450,35.0,32.0,34.0,1,35.0,40,1,0,0,1,1,0,0,1,3,38,38.5,0,0.0,10,42,34,Pathfinder Bestiary 2,20
2071,0.0,3.0,1.0,0.0,1.0,4.0,16.0,25,6.0,10.0,6.0,0,20.0,0,2,1,0,0,0,0,0,0,0,7,3.5,0,0.0,2,17,9,Pathfinder Bestiary 2,1
2077,3.0,1.0,2.0,-2.0,0.0,2.0,14.0,24,7.0,4.0,3.0,4,20.0,20,1,0,0,0,0,0,0,0,0,8,6.5,0,0.0,1,17,7,Pathfinder Bestiary 2,1
2076,6.0,3.0,4.0,3.0,3.0,4.0,27.0,125,18.0,15.0,15.0,0,30.0,30,0,2,1,3,1,0,0,0,0,21,20.0,17,16.0,5,24,14,Pathfinder Bestiary 2,8
2085,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,0,25.0,20,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2084,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,2,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2083,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2086,2.0,2.0,2.0,2.0,2.0,2.0,15.0,22,7.0,7.0,7.0,2,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Bestiary 2,1
2081,7.0,3.0,5.0,-2.0,5.0,3.0,30.0,170,21.0,17.0,19.0,3,30.0,0,0,0,0,0,0,0,0,0,0,23,20.0,0,0.0,0,0,0,Pathfinder Bestiary 2,10
2080,5.0,5.0,4.0,3.0,4.0,4.0,28.0,135,17.0,18.0,17.0,1,35.0,30,2,1,1,5,0,0,0,0,0,21,20.0,21,15.0,4,25,17,Pathfinder Bestiary 2,9
2079,0.0,4.0,2.0,2.0,4.0,5.0,21.0,67,9.0,15.0,13.0,1,25.0,0,0,4,2,0,0,0,0,0,0,13,16.0,0,0.0,3,24,14,Pathfinder Bestiary 2,5
2078,4.0,1.0,2.0,0.0,2.0,0.0,19.0,20,7.0,6.0,5.0,0,20.0,0,0,0,0,0,0,0,0,0,0,9,8.5,6,7.5,0,0,0,Pathfinder Bestiary 2,1
2082,4.0,3.0,2.0,0.0,5.0,3.0,21.0,60,8.0,11.0,13.0,0,25.0,50,0,0,0,0,0,0,0,0,0,14,11.5,0,0.0,0,0,0,Pathfinder Bestiary 2,4
1661,0.0,1.0,2.0,4.0,3.0,0.0,15.0,23,6.0,5.0,9.0,0,25.0,0,4,0,0,0,0,0,0,0,0,6,2.5,0,0.0,1,17,9,Pathfinder Gamemastery Guide,2
1652,1.0,2.0,-1.0,2.0,4.0,1.0,15.0,16,2.0,5.0,9.0,0,25.0,0,4,0,0,0,0,0,0,0,0,4,3.5,5,4.5,1,17,9,Pathfinder Gamemastery Guide,1
1653,2.0,4.0,2.0,1.0,0.0,1.0,18.0,28,8.0,12.0,4.0,0,30.0,0,0,0,0,0,0,0,0,0,0,10,6.5,11,6.5,0,0,0,Pathfinder Gamemastery Guide,2
1654,0.0,2.0,0.0,3.0,2.0,1.0,14.0,8,2.0,4.0,6.0,0,25.0,0,0,0,0,0,0,0,0,0,0,6,2.5,6,3.5,0,14,6,Pathfinder Gamemastery Guide,-1
1655,0.0,2.0,2.0,0.0,4.0,4.0,21.0,56,9.0,11.0,15.0,0,25.0,0,5,3,2,0,0,0,0,0,0,11,4.5,11,4.5,3,22,13,Pathfinder Gamemastery Guide,5
1656,4.0,1.0,3.0,0.0,1.0,3.0,25.0,75,14.0,10.0,12.0,0,20.0,0,1,0,0,0,0,0,0,0,0,15,16.5,12,13.5,1,20,12,Pathfinder Gamemastery Guide,5
1657,0.0,1.0,1.0,3.0,3.0,1.0,14.0,9,8.0,3.0,5.0,0,25.0,0,0,0,0,0,0,0,0,0,0,5,2.5,5,5.5,0,0,0,Pathfinder Gamemastery Guide,-1
1658,1.0,2.0,1.0,3.0,0.0,0.0,15.0,8,5.0,6.0,2.0,0,25.0,0,0,0,0,0,0,0,0,0,0,3,3.5,4,3.5,0,0,0,Pathfinder Gamemastery Guide,-1
1659,2.0,4.0,1.0,0.0,3.0,0.0,19.0,30,7.0,10.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,10,6.5,10,6.5,0,0,0,Pathfinder Gamemastery Guide,2
1660,3.0,5.0,2.0,2.0,2.0,0.0,26.0,130,12.0,19.0,14.0,0,25.0,0,0,0,0,0,0,0,0,0,0,18,11.5,20,11.0,0,0,0,Pathfinder Gamemastery Guide,8
1663,3.0,3.0,1.0,0.0,2.0,1.0,19.0,30,7.0,9.0,6.0,0,25.0,0,0,0,0,0,0,0,0,0,0,9,8.5,9,6.5,0,0,0,Pathfinder Gamemastery Guide,2
1747,4.0,2.0,3.0,1.0,2.0,1.0,25.0,96,12.0,12.0,12.0,0,25.0,0,0,0,0,0,0,0,0,0,0,16,11.5,17,9.5,0,0,0,Pathfinder Gamemastery Guide,6
1665,0.0,1.0,1.0,3.0,2.0,4.0,13.0,8,3.0,3.0,12.0,0,25.0,0,0,0,0,0,0,0,0,0,0,4,2.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,-1
1708,2.0,1.0,3.0,0.0,2.0,0.0,14.0,20,7.0,5.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,6,5.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,0
1709,4.0,3.0,3.0,1.0,1.0,1.0,23.0,108,15.0,11.0,13.0,0,20.0,0,0,0,0,0,0,0,0,0,0,15,14.5,14,10.5,0,0,0,Pathfinder Gamemastery Guide,6
1710,0.0,2.0,1.0,4.0,3.0,0.0,18.0,28,7.0,8.0,9.0,0,25.0,0,0,0,0,0,0,0,0,0,0,8,6.5,8,6.5,0,0,0,Pathfinder Gamemastery Guide,2
1711,2.0,3.0,2.0,4.0,3.0,-1.0,20.0,58,9.0,12.0,12.0,0,25.0,0,6,3,3,0,0,0,0,0,0,12,6.5,0,0.0,3,21,13,Pathfinder Gamemastery Guide,5
1712,2.0,3.0,1.0,1.0,2.0,4.0,18.0,45,6.0,10.0,11.0,0,25.0,0,0,0,0,0,0,0,0,0,0,12,7.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,3
1714,4.0,2.0,3.0,0.0,4.0,2.0,22.0,60,13.0,8.0,10.0,0,25.0,0,0,0,0,0,0,0,0,0,0,14,12.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,4
1717,-1.0,1.0,1.0,4.0,2.0,2.0,13.0,9,9.0,3.0,8.0,0,25.0,0,0,0,0,0,0,0,0,0,0,5,0.0,5,0.0,0,0,0,Pathfinder Gamemastery Guide,-1
1718,2.0,3.0,1.0,0.0,2.0,2.0,18.0,32,7.0,8.0,6.0,0,25.0,0,0,0,0,0,0,0,0,0,0,11,7.5,11,7.5,0,0,0,Pathfinder Gamemastery Guide,2
1719,0.0,1.0,4.0,2.0,4.0,2.0,20.0,73,13.0,8.0,13.0,0,25.0,0,4,3,2,0,0,0,0,0,0,9,2.5,10,4.5,3,23,15,Pathfinder Gamemastery Guide,5
1720,2.0,4.0,1.0,0.0,3.0,0.0,19.0,30,7.0,10.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,8,8.5,10,6.5,0,0,0,Pathfinder Gamemastery Guide,2
1721,3.0,3.0,1.0,0.0,4.0,2.0,21.0,80,11.0,11.0,14.0,0,25.0,0,5,4,2,0,0,0,0,0,0,13,8.5,13,8.5,3,24,16,Pathfinder Gamemastery Guide,6
1722,3.0,4.0,1.0,0.0,1.0,0.0,17.0,17,4.0,9.0,6.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,5.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,1
1724,2.0,1.0,0.0,1.0,3.0,4.0,17.0,24,8.0,7.0,11.0,0,25.0,0,5,0,0,0,0,0,0,0,0,8,4.5,7,4.5,1,18,10,Pathfinder Gamemastery Guide,2
1726,1.0,4.0,5.0,5.0,2.0,-1.0,23.0,92,17.0,14.0,10.0,0,25.0,0,0,0,0,0,0,0,0,0,0,17,9.5,16,9.0,0,0,0,Pathfinder Gamemastery Guide,6
1727,3.0,2.0,3.0,-1.0,2.0,0.0,19.0,30,7.0,9.0,6.0,0,25.0,0,0,0,0,0,0,0,0,0,0,9,8.5,8,8.5,0,0,0,Pathfinder Gamemastery Guide,2
1728,1.0,3.0,1.0,2.0,2.0,1.0,18.0,27,5.0,9.0,8.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,9,5.5,0,0,0,Pathfinder Gamemastery Guide,2
1730,1.0,3.0,1.0,0.0,1.0,2.0,15.0,9,5.0,7.0,3.0,0,25.0,0,0,0,0,0,0,0,0,0,0,5,3.5,5,3.5,0,0,0,Pathfinder Gamemastery Guide,-1
1749,4.0,1.0,1.0,0.0,3.0,2.0,22.0,58,9.0,7.0,11.0,0,20.0,0,4,3,0,0,0,0,0,0,0,12,8.5,9,5.5,2,19,11,Pathfinder Gamemastery Guide,4
1748,4.0,1.0,3.0,0.0,1.0,1.0,20.0,45,10.0,6.0,8.0,0,25.0,0,0,0,0,0,0,0,0,0,0,13,11.5,10,7.5,0,0,0,Pathfinder Gamemastery Guide,3
1744,-1.0,3.0,0.0,1.0,1.0,2.0,15.0,8,2.0,7.0,3.0,0,25.0,0,0,0,0,0,0,0,0,0,0,5,1.5,5,1.5,0,0,0,Pathfinder Gamemastery Guide,-1
1743,0.0,3.0,0.0,2.0,1.0,4.0,19.0,38,5.0,10.0,8.0,0,25.0,0,6,2,0,0,0,0,0,0,0,12,6.5,12,7.5,2,21,13,Pathfinder Gamemastery Guide,3
1742,2.0,4.0,2.0,0.0,4.0,0.0,20.0,45,9.0,11.0,9.0,0,25.0,0,0,0,0,0,0,0,0,0,0,9,6.5,11,7.5,0,0,0,Pathfinder Gamemastery Guide,3
1741,2.0,3.0,1.0,0.0,1.0,1.0,15.0,15,5.0,7.0,5.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,5,3.5,0,0,0,Pathfinder Gamemastery Guide,0
1707,2.0,0.0,-1.0,2.0,2.0,4.0,13.0,7,1.0,2.0,10.0,0,25.0,0,0,0,0,0,0,0,0,0,0,4,4.5,4,4.5,0,0,0,Pathfinder Gamemastery Guide,-1
1740,4.0,4.0,1.0,2.0,2.0,0.0,21.0,75,10.0,15.0,11.0,0,25.0,0,0,0,0,0,0,0,0,0,0,15,10.5,15,6.5,0,0,0,Pathfinder Gamemastery Guide,5
1737,0.0,1.0,0.0,4.0,2.0,3.0,14.0,8,2.0,3.0,9.0,0,25.0,0,0,0,0,0,0,0,0,0,0,5,2.5,5,4.5,0,0,0,Pathfinder Gamemastery Guide,-1
1736,1.0,3.0,1.0,2.0,4.0,0.0,17.0,30,7.0,7.0,10.0,0,25.0,0,0,0,0,0,0,0,0,0,0,11,3.5,11,3.5,0,0,0,Pathfinder Gamemastery Guide,2
1734,0.0,4.0,1.0,2.0,4.0,4.0,23.0,90,11.0,17.0,14.0,0,25.0,0,0,0,0,0,0,0,0,0,0,16,10.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,6
1733,3.0,1.0,2.0,3.0,0.0,0.0,17.0,50,9.0,8.0,5.0,0,25.0,0,0,0,0,0,0,0,0,0,0,10,6.5,8,6.5,0,0,0,Pathfinder Gamemastery Guide,3
1732,4.0,2.0,0.0,1.0,2.0,3.0,23.0,90,12.0,12.0,14.0,0,25.0,0,0,0,0,0,0,0,0,0,0,17,13.5,14,9.5,0,0,0,Pathfinder Gamemastery Guide,6
1731,1.0,4.0,0.0,0.0,1.0,2.0,16.0,7,2.0,7.0,5.0,0,25.0,0,0,0,0,0,0,0,0,0,0,6,3.5,6,3.5,0,0,0,Pathfinder Gamemastery Guide,-1
1738,0.0,0.0,-1.0,4.0,2.0,3.0,12.0,5,1.0,2.0,6.0,0,25.0,0,0,0,0,0,0,0,0,0,0,4,2.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,-1
1706,0.0,3.0,0.0,4.0,2.0,4.0,21.0,54,6.0,11.0,16.0,0,25.0,0,3,3,0,0,0,0,0,0,0,13,9.5,13,6.5,2,22,14,Pathfinder Gamemastery Guide,4
1705,0.0,2.0,1.0,4.0,1.0,1.0,17.0,31,8.0,9.0,10.0,0,25.0,0,5,3,0,0,0,0,0,0,0,7,2.5,0,0.0,2,20,12,Pathfinder Gamemastery Guide,3
1704,0.0,1.0,0.0,4.0,3.0,1.0,13.0,6,2.0,3.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,4,2.5,5,2.5,0,0,0,Pathfinder Gamemastery Guide,-1
1682,2.0,2.0,0.0,4.0,2.0,4.0,19.0,56,9.0,9.0,13.0,0,25.0,0,6,4,2,0,0,0,0,0,0,11,6.5,0,0.0,3,22,14,Pathfinder Gamemastery Guide,5
1681,3.0,1.0,2.0,4.0,4.0,0.0,22.0,100,13.0,12.0,15.0,0,25.0,0,3,4,5,2,0,0,0,0,0,17,13.5,0,0.0,4,26,18,Pathfinder Gamemastery Guide,7
1680,1.0,3.0,1.0,0.0,0.0,4.0,16.0,20,6.0,8.0,3.0,0,25.0,0,0,0,0,0,0,0,0,0,0,8,5.5,8,5.5,0,0,0,Pathfinder Gamemastery Guide,1
1679,4.0,3.0,2.0,1.0,-1.0,0.0,17.0,20,7.0,8.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,6,6.5,0,0,0,Pathfinder Gamemastery Guide,1
1678,0.0,4.0,1.0,4.0,3.0,5.0,23.0,95,12.0,15.0,18.0,0,25.0,0,5,4,3,4,0,0,0,0,0,13,8.5,0,0.0,4,26,18,Pathfinder Gamemastery Guide,7
1677,3.0,1.0,2.0,0.0,1.0,0.0,13.0,10,6.0,3.0,3.0,0,25.0,0,0,0,0,0,0,0,0,0,0,5,4.5,3,4.5,0,0,0,Pathfinder Gamemastery Guide,-1
1683,3.0,1.0,3.0,0.0,1.0,1.0,14.0,20,7.0,5.0,3.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,5.5,5,6.5,0,0,0,Pathfinder Gamemastery Guide,0
1676,2.0,2.0,1.0,4.0,4.0,0.0,18.0,45,8.0,9.0,9.0,0,25.0,0,3,2,0,0,0,0,0,0,0,7,4.5,7,4.5,2,20,12,Pathfinder Gamemastery Guide,3
1672,5.0,0.0,2.0,0.0,3.0,3.0,24.0,95,14.0,12.0,15.0,0,20.0,0,0,0,0,0,0,0,0,0,0,18,15.5,12,10.5,0,0,0,Pathfinder Gamemastery Guide,6
1670,3.0,4.0,1.0,0.0,4.0,1.0,21.0,60,9.0,12.0,12.0,0,25.0,0,0,0,0,0,0,0,0,0,0,13,11.5,14,10.5,0,0,0,Pathfinder Gamemastery Guide,4
1669,2.0,4.0,1.0,0.0,1.0,2.0,19.0,45,6.0,11.0,8.0,0,25.0,0,0,0,0,0,0,0,0,0,0,13,7.5,13,8.5,0,0,0,Pathfinder Gamemastery Guide,3
1668,4.0,2.0,3.0,-1.0,1.0,0.0,16.0,25,8.0,7.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,7.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,1
1667,1.0,3.0,2.0,0.0,1.0,1.0,15.0,10,4.0,7.0,3.0,0,25.0,0,0,0,0,0,0,0,0,0,0,5,3.5,5,3.5,0,0,0,Pathfinder Gamemastery Guide,-1
1666,2.0,1.0,2.0,0.0,4.0,2.0,20.0,54,10.0,7.0,12.0,0,25.0,0,4,3,0,0,0,0,0,0,0,11,7.5,0,0.0,2,22,14,Pathfinder Gamemastery Guide,4
1674,0.0,3.0,0.0,2.0,1.0,4.0,18.0,40,5.0,8.0,10.0,0,25.0,0,6,1,0,0,0,0,0,0,0,10,5.5,0,0.0,2,19,10,Pathfinder Gamemastery Guide,3
1664,3.0,0.0,2.0,0.0,1.0,3.0,14.0,25,7.0,3.0,6.0,0,25.0,0,0,0,0,0,0,0,0,0,0,6,5.5,3,5.5,0,0,0,Pathfinder Gamemastery Guide,1
1684,3.0,2.0,4.0,-1.0,0.0,2.0,17.0,40,10.0,8.0,6.0,0,25.0,0,0,0,0,0,0,0,0,0,0,9,6.5,8,5.5,0,0,0,Pathfinder Gamemastery Guide,2
1687,0.0,4.0,3.0,0.0,2.0,4.0,21.0,51,11.0,12.0,10.0,0,25.0,0,0,0,0,0,0,0,0,0,0,12,11.5,12,7.5,0,0,0,Pathfinder Gamemastery Guide,4
1703,0.0,-1.0,1.0,4.0,4.0,2.0,13.0,9,5.0,1.0,14.0,0,25.0,0,0,0,0,0,0,0,0,0,0,4,2.5,3,2.5,0,0,0,Pathfinder Gamemastery Guide,-1
1702,4.0,3.0,1.0,0.0,2.0,0.0,20.0,45,8.0,10.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,11,11.5,10,8.5,0,0,0,Pathfinder Gamemastery Guide,3
1701,2.0,0.0,1.0,2.0,2.0,3.0,14.0,20,6.0,3.0,9.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,4.5,5,4.5,0,0,0,Pathfinder Gamemastery Guide,1
1700,4.0,4.0,2.0,1.0,4.0,0.0,25.0,115,15.0,17.0,15.0,0,25.0,0,0,0,0,0,0,0,0,0,0,18,12.5,18,12.5,0,0,0,Pathfinder Gamemastery Guide,7
1697,1.0,2.0,1.0,2.0,3.0,3.0,13.0,9,3.0,6.0,10.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,3.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,-1
1696,4.0,2.0,2.0,2.0,1.0,0.0,17.0,46,8.0,9.0,8.0,0,25.0,0,0,0,0,0,0,0,0,0,0,13,10.5,11,10.5,0,0,0,Pathfinder Gamemastery Guide,3
1686,5.0,2.0,3.0,-1.0,2.0,2.0,23.0,105,15.0,12.0,14.0,0,25.0,0,0,0,0,0,0,0,0,0,0,16,15.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,6
1695,3.0,1.0,1.0,4.0,2.0,3.0,26.0,135,14.0,14.0,17.0,0,25.0,0,0,0,0,0,0,0,0,0,0,16,12.0,14,12.0,0,0,0,Pathfinder Gamemastery Guide,8
1693,4.0,2.0,2.0,0.0,2.0,-1.0,18.0,20,7.0,5.0,5.0,0,25.0,0,0,0,0,0,0,0,0,0,0,9,7.5,7,4.5,0,0,0,Pathfinder Gamemastery Guide,1
1692,4.0,1.0,3.0,0.0,2.0,0.0,15.0,22,8.0,4.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,9,6.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,1
1691,1.0,2.0,2.0,3.0,2.0,-1.0,17.0,18,7.0,7.0,5.0,0,25.0,0,0,0,0,0,0,0,0,0,0,6,4.5,7,4.5,0,0,0,Pathfinder Gamemastery Guide,1
1690,4.0,4.0,2.0,2.0,-1.0,4.0,26.0,104,13.0,17.0,10.0,0,30.0,0,0,0,0,0,0,0,0,0,0,18,13.5,18,11.5,0,0,0,Pathfinder Gamemastery Guide,7
1689,0.0,3.0,0.0,4.0,2.0,4.0,20.0,70,9.0,12.0,15.0,0,25.0,0,0,0,0,0,0,0,0,0,0,12,7.5,12,4.5,0,0,0,Pathfinder Gamemastery Guide,5
1688,3.0,1.0,3.0,0.0,2.0,0.0,14.0,20,7.0,5.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,6,6.5,5,5.5,0,0,0,Pathfinder Gamemastery Guide,0
1694,4.0,1.0,2.0,1.0,3.0,0.0,21.0,60,12.0,11.0,14.0,0,25.0,0,0,0,0,0,0,0,0,0,0,12,12.5,9,5.5,0,0,0,Pathfinder Gamemastery Guide,4
1729,2.0,2.0,1.0,4.0,3.0,0.0,22.0,86,10.0,12.0,16.0,0,25.0,0,0,0,0,0,0,0,0,0,0,12,7.5,0,0.0,0,0,0,Pathfinder Gamemastery Guide,6
1671,2.0,4.0,1.0,1.0,2.0,1.0,21.0,60,7.0,12.0,10.0,0,30.0,0,0,0,0,0,0,0,0,0,0,14,9.5,14,7.5,0,0,0,Pathfinder Gamemastery Guide,4
2652,6.0,1.0,4.0,-4.0,2.0,-2.0,29.0,120,18.0,15.0,14.0,0,25.0,0,0,0,0,0,0,0,0,0,0,20,22.0,17,17.5,0,0,0,Pathfinder Bestiary,8
2601,6.0,-1.0,6.0,-5.0,0.0,-5.0,29.0,175,23.0,16.0,17.0,1,20.0,0,0,0,0,0,0,0,0,0,0,24,23.0,0,0.0,0,0,0,Pathfinder Bestiary,10
2600,6.0,3.0,4.0,0.0,2.0,-1.0,28.0,100,18.0,15.0,12.0,1,30.0,0,0,0,0,0,0,0,0,0,0,19,18.0,0,0.0,0,0,0,Pathfinder Bestiary,7
2599,1.0,4.0,2.0,3.0,4.0,5.0,24.0,100,10.0,14.0,16.0,0,30.0,40,3,6,3,0,1,0,1,0,0,14,15.0,17,17.5,7,23,13,Pathfinder Bestiary,6
2597,4.0,2.0,1.0,0.0,2.0,1.0,20.0,40,8.0,9.0,9.0,0,40.0,0,0,0,0,0,0,0,0,0,0,11,7.5,9,7.5,0,0,0,Pathfinder Bestiary,3
2596,4.0,3.0,4.0,-4.0,1.0,-1.0,19.0,45,9.0,12.0,6.0,0,10.0,0,0,0,0,0,0,0,0,0,0,11,8.5,0,0.0,0,0,0,Pathfinder Bestiary,3
